Content Category Type,Content Category,title,content file type,Lesson/ Chapter,description,thumb Image file name (must be unique) (with extension),content file name (must be unique) (with extension),is Published,view order,Tag 1,Tag 2,Tag 3,Tag 4
Class Five,Amar Bangla Boi (Class Five)_Radio,"Bangla_Class-5_শহিদ তিতুমীর_Episode-28 (তেতো, তিতু, তিতুমীর ......... স্বভাবের)",AUDIO,শহিদ তিতুমীর,"শোনা: ১.২.১-  উচ্চারিত পঠিত বাক্য, কথা মনোযোগ সহকারে শুনবে।
বলা: ১.৩.৩.- শুদ্ধ উচ্চারণে প্রশ্ন করতে ও উত্তর দিতে পারবে ।
পড়া: ২.৪.১- গল্প পড়ে মূল বিষয় বুঝতে পারবে।
লেখা: ১.৫.১- পাঠে ব্যবহৃত শব্দ দিয়ে নতুন নতুন বাক্য লিখতে পারবে। ",Bangla_Class-5_শহিদ তিতুমীর_Episode-28.jpg,Bangla_Class-5_শহিদ তিতুমীর_Episode-28.mp3,Yes,1846,Amar Bangla Boi (Class Five)_Radio,আমার বাংলা বই (পঞ্চম শ্রেণি)_রেডিও,Titumir: The Martyr ,শহিদ তিতুমীর
Class Five,Amar Bangla Boi (Class Five)_Radio,Bangla_Class-5_শহিদ তিতুমীর_Episode-29 (একবার ওস্তাদের সঙ্গে ......... নীলকুঠি দখল করে নেন),AUDIO,শহিদ তিতুমীর,"শোনা: ১.২.১-  উচ্চারিত পঠিত বাক্য, কথা মনোযোগ সহকারে শুনবে।
বলা: ১.৩.৩.- শুদ্ধ উচ্চারণে প্রশ্ন করতে ও উত্তর দিতে পারবে ।
পড়া: ২.৪.১- গল্প পড়ে মূল বিষয় বুঝতে পারবে।
লেখা: ১.৫.১- পাঠে ব্যবহৃত শব্দ দিয়ে নতুন নতুন বাক্য লিখতে পারবে। ",Bangla_Class-5_শহিদ তিতুমীর_Episode-29.jpg,Bangla_Class-5_শহিদ তিতুমীর_Episode-29.mp3,Yes,1847,Amar Bangla Boi (Class Five)_Radio,আমার বাংলা বই (পঞ্চম শ্রেণি)_রেডিও,Titumir: The Martyr ,শহিদ তিতুমীর
Class Five,Amar Bangla Boi (Class Five)_Radio,Bangla_Class-5_শহিদ তিতুমীর_Episode-30 (১৮৩১ সালের ১৯শে নভেম্বর ......... তিতুমীরই হলেন বাংলার প্রথম শহীদ),AUDIO,শহিদ তিতুমীর,"শোনা: ২.৩.২- গল্পও শুনে মূলভাব বুঝতে পারবে।
বলা: ১.৩.৩.- শুদ্ধ উচ্চারণে প্রশ্ন করতে ও উত্তর দিতে পারবে ।
পড়া: ২.৫.১- নির্দিষ্ট বিষয়ের বর্ণনা পড়ে বুঝতে পারবে।
লেখা: ১.৫.১- পাঠে ব্যবহৃত শব্দ দিয়ে নতুন নতুন বাক্য লিখতে পারবে। ",Bangla_Class-5_শহিদ তিতুমীর_Episode-30.jpg,Bangla_Class-5_শহিদ তিতুমীর_Episode-30.mp3,Yes,1848,Amar Bangla Boi (Class Five)_Radio,আমার বাংলা বই (পঞ্চম শ্রেণি)_রেডিও,Titumir: The Martyr ,শহিদ তিতুমীর
Class Five,English For Today (Class Five),"U -1 L-1, Activity-A, , Hello!",VIDEO,"U -1 L-1, Activity-A, , Hello!","Listening: 
1.3.1 Recognize which words in a sentence are stressed.
Speaking:
1.1.1 Say words, phrases and sentences with proper sounds and stress.
Reading:1.7.1 read paragraph, dialogues, letters and other texts.","EP 1, Class 5, English, U -1 L-1, Activity-A, , Hello!.jpg","EP 1, Class 5, English, U -1 L-1, Activity-A, , Hello!.mp4",Yes,1849,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি),HELLO!,হ্যালো!
Class Five,English For Today (Class Five),"Hello!, U-1, L- 2-3, Activity-B",VIDEO,"Hello!, U-1, L- 2-3, Activity-B","Listening: 
3.1.1 understand questions asked by the teacher about them. 
Speaking: 
3.1.1 ask and answer Wh questions.
Reading:
1.6.1 recognize and read statements, commands, greetings, questions and answers.","EP 2, Class 5, English, Hello!, U-1, L- 2-3, Activity-B.jpg","EP 2, Class 5, English, Hello!, U-1, L- 2-3, Activity-B.mp4",Yes,1850,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি),HELLO!,হ্যালো!
Class Five,English For Today (Class Five),"Hello! U-1, L 2-3, Activity-C,D",VIDEO,"Hello! U-1, L 2-3, Activity-C,D","Listening: 
1.4.2 Recognize and used intonation patterns for greetings and statements.
Speaking:
Exchange greetings and farewells.","EP 3, Class 5, English, Hello! U-1, L 2-3, Activity-C,D.jpg","EP 3, Class 5, English, Hello! U-1, L 2-3, Activity-C,D.mp4",Yes,1851,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি),HELLO!,হ্যালো!
Class Five,English For Today (Class Five),Unit 1: Lesson 4-5) : Hello,VIDEO,Unit 1: Lesson 4-5) : Hello,"Listening: 
1.3.1 recognize which words in a sentence are stressed.

Speaking:
1.1.1 say words, phrases and sentences with proper sounds and stress.

Reading: 
1.5.1 read words, phrases and sentences in the text with proper pronunciation, stress and intonation.","EP 4, Class 5, English, Unit 1, Lesson 4-5, Activity-E, Hello.jpg","EP 4, Class 5, English, Unit 1, Lesson 4-5, Activity-E, Hello.mp4",,1852,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি),HELLO!,হ্যালো!
Class Five,English For Today (Class Five),"Unit: 1, Lessons (4-5) ,(F), Hello!
",VIDEO,"Unit: 1, Lessons (4-5) ,(F), Hello!
","Students will be able to :
Listening: 
3.1.1 understand questions asked by the teacher about them. 
Speaking: 
3.1.1 ask and answer Wh questions.
Reading:
1.6.1 recognize and read statements, commands, greetings, questions and answers.","EP 5, Class 5, English, Lesson Unit 1, Lesson 4-5, Activity-F, Hello.jpg","EP 5, Class 5, English, Lesson Unit 1, Lesson 4-5, Activity-F, Hello.mp4",Yes,1853,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি),HELLO!,হ্যালো!
Class Five,English For Today (Class Five),"Hello!, U-1,L 6-7,Activity-G",VIDEO,"Hello!, U-1,L 6-7,Activity-G","Listening:
1.3.1 recognize whice words in a sentence are stressed.

Speaking:
1.1.1 say words , phrases and sentences with proper sounds and stress.

Reading:
1.7.1 read paragraphs, dialouges stories, letters and other texts.","EP 6, Class 5, English, Lesson Hello!, U-1,L 6-7,Activity-G.jpg","EP 6, Class 5, English, Lesson Hello!, U-1,L 6-7,Activity-G.mp4",Yes,1854,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি),HELLO!,হ্যালো!
Class Five,English For Today (Class Five),"Hello! U-1, L 6-7,Activity-H,I",VIDEO,"Hello! U-1, L 6-7,Activity-H,I","Listening: 
1.4.2 recognize and used intonation patterns for greetings and statements.

Speaking:
exchange greetings and farewells.","EP 7, Class 5, English, Lesson Hello! U-1, L 6-7,Activity-H,I.jpg","EP 7, Class 5, English, Lesson Hello! U-1, L 6-7,Activity-H,I.mp4",Yes,1855,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি),HELLO!,হ্যালো!
Class Five,English For Today (Class Five),Unit 02: Lesson 3-4 : See you!,VIDEO,Unit 02: Lesson 3-4 : See you!,"Reading:
1.5.1: Read words, phrases and sentences in the text with proper
pronunciation, stress and intonation.
Speaking:
2.1.1: Exchange greetings and farewell.","EP 8, Class 5, English, Unit 02: Lesson 3-4 : See you!.jpg","EP 8, Class 5, English, Unit 02: Lesson 3-4 : See you!.mp4",Yes,1856,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি),SEE YOU!,সী ইউ!
Class Five,English For Today (Class Five),"U -2 L-5-6, Activity-G, H,I, See You!",VIDEO,"U -2 L-5-6, Activity-G, H,I, See You!","Reading:
1.5.1: Read words, phrases and sentences in the text with proper
pronunciation, stress and intonation.","EP 9, Class 5, English, U -2 L-5-6, Activity-G, H,I, See You!.jpg","EP 9, Class 5, English, U -2 L-5-6, Activity-G, H,I, See You!.mp4",Yes,1857,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি),SEE YOU!,সী ইউ!
Class Five,English For Today (Class Five),"U -2 L-7, Activity-J, K ",VIDEO,"U -2 L-7, Activity-J, K ","Listening: 1.1.1 recognize sound differences in the context of words.
Speaking: 1.1.1 say words, phrases and sentences with proper sounds and stress.","EP 10, Class 5,  English, U -2 L-7 (J, K ).jpg","EP 10, Class 5,  English, U -2 L-7 (J, K ).mp4",Yes,1858,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি),SEE YOU!,সী ইউ!
Class Five,English For Today (Class Five),"Unit: 03, Lesson: 1-2, Saikat’s Family",VIDEO,"Unit: 03, Lesson: 1-2, Saikat’s Family","Listening:

3.4.1: Understand statements made by the teacher and students.
Speaking:
1.1.2: Say sentences with proper intonation.
Reading:
1.7.1: Read paragraphs, dialogues, stories, letters and other texts.","EP 11, Class 5, English, Unit: 03, Lesson: 1-2, Saikat’s Family.jpg","EP 11, Class 5, English, Unit: 03, Lesson: 1-2, Saikat’s Family.mp4",Yes,1859,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি),Saikat’s Family,সৈকত’স ফ্যামিলি
Class Five,English For Today (Class Five),"Unit: 03 , Lesson: 1-2, Saikat’s Family",VIDEO,"Unit: 03 , Lesson: 1-2, Saikat’s Family","Speaking:
1.1.2: Say sentences with proper intonation.
Reading:
1.6.1: Recognize and read statements, commands, greetings,
questions and answers.","EP 12, Class 5, English, Unit: 03 , Lesson: 1-2, Saikat’s Family.jpg","EP 12, Class 5, English, Unit: 03 , Lesson: 1-2, Saikat’s Family.mp4",Yes,1860,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি),Saikat’s Family,সৈকত’স ফ্যামিলি
Class Five,English For Today (Class Five),"U-3 , L-3-4 ,  A-D,E ,Saikat’s Family",VIDEO,"U-3 , L-3-4 ,  A-D,E ,Saikat’s Family","Listening:
1.4.1: recognize and use intonation patterns for Yes/No and Wh
question.
Speaking:
1.1.1: say words, phrases and sentences with proper sounds and
stress.
Reading:
1.7.1: Read words, phrases and sentences in the text with proper
pronunciation, stress and intonation.","EP 13, Class 5, English, U-3 , L-3-4 ,  A-D,E ,Saikat’s Family.jpg","EP 13, Class 5, English, U-3 , L-3-4 ,  A-D,E ,Saikat’s Family.mp4",Yes,1861,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি),Saikat’s Family,সৈকত’স ফ্যামিলি
Class Five,English For Today (Class Five),"U-3, L-3-4, Activity-F,G, Saikat’s Family",VIDEO,"U-3, L-3-4, Activity-F,G, Saikat’s Family","Speaking 3.1.1) ask and answer Wh-question ( What, Who,

When)
Reading 1.6.1) recognize and read statements, commands,
greetings, questions and answers.","EP 14, Class 5, English, U-3, L-3-4, Activity-F,G, Saikat’s Family.jpg","EP 14, Class 5, English, U-3, L-3-4, Activity-F,G, Saikat’s Family.mp4",Yes,1862,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি),Saikat’s Family,সৈকত’স ফ্যামিলি
Class Five,English For Today (Class Five),"U -3 L-5-6, Activity-H,I, Saikat’s Family",VIDEO,"U -3 L-5-6, Activity-H,I, Saikat’s Family","Listening: 1.4.1- recognize and use intonation patterns for Yes/No
and Wh question.
Speaking: 3.1.1- Ask and answer Wh question.","EP 15, Class 5, English, U -3 L-5-6, Activity-H,I, Saikat’s Family.jpg","EP 15, Class 5, English, U -3 L-5-6, Activity-H,I, Saikat’s Family.mp4",Yes,1863,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি),Saikat’s Family,সৈকত’স ফ্যামিলি
Class Five,English For Today (Class Five),"U -3 L-5-6, Activity-J,K, Saikat’s Family",VIDEO,"U -3 L-5-6, Activity-J,K, Saikat’s Family","Speaking: 6.1.2- Say what others are doing.

Reading: 1.5.1-read words, phrases and sentences in the text proper
pronunciation, stress, and intonation.
Writing:
8.1.1. make sentences using words and phrases given in the textbook.","EP 16, Class 5, English, U -3 L-5-6, Activity-J,K, Saikat’s Family.jpg","EP 16, Class 5, English, U -3 L-5-6, Activity-J,K, Saikat’s Family.mp4",Yes,1864,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি),Saikat’s Family,সৈকত’স ফ্যামিলি
Class Five,English For Today (Class Five),"Unit: Five, Lesson: 1-2(A,B), Days in a calendar",VIDEO,"Unit: Five, Lesson: 1-2(A,B), Days in a calendar","Speaking:
1.1.1 Say words, phrases and sentences with proper sounds and
stress.
1.1.2 Say sentences with proper intonation.","EP 17, Class 5, English, Unit: Five, Lesson: 1-2(A,B), Days in a calendar.jpg","EP 17, Class 5, English, Unit: Five, Lesson: 1-2(A,B), Days in a calendar.mp4",Yes,1865,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি), Days in a calendar,ডেইজ ইন এ ক্যালেন্ডার
Class Five,English For Today (Class Five),"U -5 L-3-4, Activity-C,D,E, Days in a Calendar",VIDEO,"U -5 L-3-4, Activity-C,D,E, Days in a Calendar","Speaking:
1.1.2 Say sentences with proper intonation.
Reading:
1.6.1 Recognize and read statements, commands, greetings,,
questions and answers.","EP 18, Class 5, English, U -5 L-3-4, Activity-C,D,E, Days in a Calendar.jpg","EP 18, Class 5, English, U -5 L-3-4, Activity-C,D,E, Days in a Calendar.mp4",Yes,1866,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি), Days in a calendar,ডেইজ ইন এ ক্যালেন্ডার
Class Five,English For Today (Class Five),"U -5 L-5-7, Activity-F, Days in a Calendar",VIDEO,"U -5 L-5-7, Activity-F, Days in a Calendar","Reading:
3.1.1 Recognize and study the calendar.","EP 19, Class 5, English, U -5 L-5-7, Activity-F, Days in a Calendar.jpg","EP 19, Class 5, English, U -5 L-5-7, Activity-F, Days in a Calendar.mp4",Yes,1867,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি), Days in a calendar,ডেইজ ইন এ ক্যালেন্ডার
Class Five,English For Today (Class Five),"U -5 L-5-7, Activity-G,H, Days in a Calendar",VIDEO,"U -5 L-5-7, Activity-G,H, Days in a Calendar","Speaking:
3.1.1 Ask and answer Wh questions.","EP 20, Class 5, English, U -5 L-5-7, Activity-G,H, Days in a Calendar.jpg","EP 20, Class 5, English, U -5 L-5-7, Activity-G,H, Days in a Calendar.mp4",Yes,1868,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি), Days in a calendar,ডেইজ ইন এ ক্যালেন্ডার
Class Five,English For Today (Class Five),"Unit: 5, Lesson: 8-9, Stressed syllables",VIDEO,"Unit: 5, Lesson: 8-9, Stressed syllables","Listening:
1.1.1 recognize which syllable in a word is stressed.
Speaking:
1.1.1
Say words,phrases, and sentences in the text with proper
pronunciation,stress and intonation.","EP 21, Class 5, English, Unit: 5, Lesson: 8-9, Stressed syllables.jpg","EP 21, Class 5, English, Unit: 5, Lesson: 8-9, Stressed syllables.mp4",Yes,1869,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি),Stressed Syllables,স্ট্রেসড সিলেবাস
Class Five,English For Today (Class Five),"U -6 L-1, Activity-A,B,C, Eat Healthy",VIDEO,"U -6 L-1, Activity-A,B,C, Eat Healthy","Listening: 3.3.1: understand questions about objects around them.

Speaking:1.1.1: say words, phrases, and sentences with proper
sounds and stress.
6.2.1: talk about people, objects, events, etc.
Reading: 1.5.1: read words, phrases, and sentences in the text with
pronunciation, stress, and intonation.","EP 22, Class 5, English, U -6 L-1, Activity-A,B,C, Eat Healthy.jpg","EP 22, Class 5, English, U -6 L-1, Activity-A,B,C, Eat Healthy.mp4",Yes,1870,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি),Eat healthy,ইট হেলদি
Class Five,English For Today (Class Five),"Unit: 6, Lesson: 2-3 (D, E), Eat Healthily",VIDEO,"Unit: 6, Lesson: 2-3 (D, E), Eat Healthily","Reading: 1.5.1: read words, phrases, and sentences in the text with

pronunciation, stress, and intonation.

Writing: 3.1.1: write words, phrases, and sentences using non-
cursive capital letters.

3.1.2: write words, phrases and sentences using non-cursive
small letters.","EP 23, Class 5, English, Unit: 6, Lesson: 2-3 (D, E), Eat Healthily.jpg","EP 23, Class 5, English, Unit: 6, Lesson: 2-3 (D, E), Eat Healthily.mp4",Yes,1871,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি),Eat healthy,ইট হেলদি
Class Five,English For Today (Class Five),"Unit: 6, Lesson: 4-5 (First 3 para), Eat healthy.",VIDEO,"Unit: 6, Lesson: 4-5 (First 3 para), Eat healthy.","Listening:

3.3.1. Understand questions about objects around them.
Reading:
1.7.1. Read paragraphs, dialogues, stories, letter and other texts.","EP 24, Class 5, English, Unit: 6, Lesson: 4-5 (First 3 para), Eat healthy.jpg","EP 24, Class 5, English, Unit: 6, Lesson: 4-5 (First 3 para), Eat healthy.mp4",Yes,1872,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি),Eat healthy,ইট হেলদি
Class Five,English For Today (Class Five),"U -6 L-4-5, Activity-F, Eat Healthy",VIDEO,"U -6 L-4-5, Activity-F, Eat Healthy","Listening:

3.3.1. Understand questions about objects around them.
Reading:
1.7.1. Read paragraphs, dialogues, stories, letter and other texts.","EP 25, Class 5, English, U -6 L-4-5, Activity-F, Eat Healthy.jpg","EP 25, Class 5, English, U -6 L-4-5, Activity-F, Eat Healthy.mp4",Yes,1873,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি),Eat healthy,ইট হেলদি
Class Five,English For Today (Class Five),"U -6 L-6-7,Activity-G,H, Eat Healthy",VIDEO,"U -6 L-6-7,Activity-G,H, Eat Healthy","Reading: 1.7.1: read paragraphs, dialogues, stories, letters, and other

texts.
5.1.1: read silently with understanding paragraphs.
Writing:8.1.1: make sentences using words and phrases given in the
textbook","EP 26, Class 5, English, U -6 L-6-7,Activity-G,H, Eat Healthy.jpg","EP 26, Class 5, English, U -6 L-6-7,Activity-G,H, Eat Healthy.mp4",Yes,1874,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি),Eat healthy,ইট হেলদি
Class Five,English For Today (Class Five),"U-6, L-6-7(I,J), Eat Healthy",VIDEO,"U-6, L-6-7(I,J), Eat Healthy","Listening: 3.3.1: Understand questions about objects around them.

Speaking: 6.2.1: talk about people, objects, events etc.
Reading: 5.1.4: read silently with understanding personal letters and
other texts materials.","EP 27, Class 5, English, U-6, L-6-7(I,J), Eat Healthy.jpg","EP 27, Class 5, English, U-6, L-6-7(I,J), Eat Healthy.mp4",Yes,1875,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি),Eat healthy,ইট হেলদি
Class Five,English For Today (Class Five),Unit 8: Lesson A : Write to me soon!,VIDEO,Unit 8: Lesson A : Write to me soon!,"Listening: 1.3.1: recognize which words in a sentence are stressed 
Speaking: 6.2.1: talk about people, objects, events, etc.
Reading: 1.5.1: read words, phrases, and sentences in the text with
                          proper pronunciation, stress, and intonation.","EP 28, Class 5, English, Unit 8: Lesson A : Write to me soon!.jpg","EP 28, Class 5, English, Unit 8: Lesson A : Write to me soon!.mp4",Yes,1876,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি),Write to me soon!,রাইট টু মি সুন!
Class Five,English For Today (Class Five),"Unit No: 8, Lesson: A (2 nd paragraph), Write to me soon!",VIDEO,"Unit No: 8, Lesson: A (2 nd paragraph), Write to me soon!","Listening: 1.3.1: recognize which words in a sentence are stressed 
Speaking: 6.2.1: talk about people, objects, events, etc.
Reading: 1.5.1: read words, phrases, and sentences in the text with
                          proper pronunciation, stress, and intonation.","EP 29, Class 5, English, Unit No: 8, Lesson: A (2 nd paragraph), Write to me soon!.jpg","EP 29, Class 5, English, Unit No: 8, Lesson: A (2 nd paragraph), Write to me soon!.mp4",Yes,1877,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি),Write to me soon!,রাইট টু মি সুন!
Class Five,English For Today (Class Five),"Unit No: 8, Lesson: 3-4,Activity-B,C Write to me soon!",VIDEO,"Unit No: 8, Lesson: 3-4,Activity-B,C Write to me soon!","Reading: 1.6.1. recognize and read statements, commands, greetings, questions, and answers. 
Writing: 8.1.1. make sentences using words and phrases given in the textbook. ","EP 30, Class 5, English, Unit No: 8, Lesson: 3-4,Activity-B,C Write to me soon!.jpg","EP 30, Class 5, English, Unit No: 8, Lesson: 3-4,Activity-B,C Write to me soon!.mp4",Yes,1878,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি),Write to me soon!,রাইট টু মি সুন!
Class Five,English For Today (Class Five),"U -8 L-3-4,Activity-D,E, Write to Me Soon!",VIDEO,"U -8 L-3-4,Activity-D,E, Write to Me Soon!","Listening: 3.4.1. understand statements made by the teacher and students.
Reading: 1.7.1. read paragraphs, dialogues stories, letters and other texts. 
Writing: 8.1.1. make sentences using words and phrases given in the textbook. ","EP 31, Class 5, English, U -8 L-3-4,Activity-D,E, Write to Me Soon!.jpg","EP 31, Class 5, English, U -8 L-3-4,Activity-D,E, Write to Me Soon!.mp4",Yes,1879,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি),Write to me soon!,রাইট টু মি সুন!
Class Five,English For Today (Class Five),"U-8 , L-5-6 ,Activity-F,G, Write to Me Soon!",VIDEO,"U-8 , L-5-6 ,Activity-F,G, Write to Me Soon!","Speaking: 6.2.1. Talk about people, objects, events, etc.
Reading: 1.5.1. Read words, phrases and sentences in the text with proper pronunciation, stress
and intonation.","EP 32, Class 5, English, U-8 , L-5-6 ,Activity-F,G, Write to Me Soon!.jpg","EP 32, Class 5, English, U-8 , L-5-6 ,Activity-F,G, Write to Me Soon!.mp4",Yes,1880,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি),Write to me soon!,রাইট টু মি সুন!
Class Five,English For Today (Class Five),"U-8 , L-7-8 ,Activity-h,i , Write to Me Soon!",VIDEO,"U-8 , L-7-8 ,Activity-h,i , Write to Me Soon!","Speaking: 3.1.1. ask and answer WH questions.
Reading: 5.1.4. read silently with understanding personal letters and other text materials.","EP 33, Class 5, English, U-8 , L-7-8 ,Activity-h,i ,Write to Me Soon!.jpg","EP 33, Class 5, English, U-8 , L-7-8 ,Activity-h,i ,Write to Me Soon!.mp4",Yes,1881,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি),Write to me soon!,রাইট টু মি সুন!
Class Five,English For Today (Class Five),"U-08, L-(H,I), Write to me soon",VIDEO,"U-08, L-(H,I), Write to me soon","Speaking: 3.1.1. ask and answer WH questions. 
Reading: 5.1.4. read silently with understanding personal letters and other text materials.","EP 34, Class 5, English, U-08, L-(H,I), Write to me soon.jpg","EP 34, Class 5, English, U-08, L-(H,I), Write to me soon.mp4",Yes,1882,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি),Write to me soon!,রাইট টু মি সুন!
Class Five,English For Today (Class Five),"U -8 L-7-8, Activity-J,K, Write to Me Soon!",VIDEO,"U -8 L-7-8, Activity-J,K, Write to Me Soon!","Reading: 1.7.1. Read paragraphs, dialogues, stories, letters, and other texts.
Writing: 11.1.1. Write simple letters to friends and relatives.","EP 34, Class 5, English, U -8 L-7-8, Activity-J,K, Write to Me Soon!.jpg","EP 34, Class 5, English, U -8 L-7-8, Activity-J,K, Write to Me Soon!.mp4",Yes,1883,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি),Write to me soon!,রাইট টু মি সুন!
Class Five,English For Today (Class Five),"Occupations, U-9, L-1-2,Activity-A",VIDEO,"Occupations, U-9, L-1-2,Activity-A","Listening: 3.4.1. Understand statements made by the teacher and students
Reading  : 1.5.1. read words, phrases and sentences in the text with proper pronunciation, stress and intonation.","EP 35, Class 5, English, Occupations, U-9, L-1-2,Activity-A.jpg","EP 35, Class 5, English, Occupations, U-9, L-1-2,Activity-A.mp4",Yes,1884,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি),Occupations,অকুপেশনস
Class Five,English For Today (Class Five),"U -9 L-1-2, Activity-A, Occupations",VIDEO,"U -9 L-1-2, Activity-A, Occupations","Listening: 3.4.1. Understand statements made by the teacher and students
Reading  : 5.1.2 Read silently understanding the stories ","EP 36, Class 5, English, U -9 L-1-2, Activity-A, Occupations.jpg","EP 36, Class 5, English, U -9 L-1-2, Activity-A, Occupations.mp4",Yes,1885,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি),Occupations,অকুপেশনস
Class Five,English For Today (Class Five),"Occupations, U-9, L-3-4,Activity-B,C",VIDEO,"Occupations, U-9, L-3-4,Activity-B,C","Reading: 5.1.2: Read silently with understanding stories 
Writing : 3.1.2. write words, phrases and sentences using non cursive small letters ","EP 37, Class 5, English, Lesson Occupations, U-9, L-3-4,Activity-B,C.jpg","EP 37, Class 5, English, Lesson Occupations, U-9, L-3-4,Activity-B,C.mp4",Yes,1886,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি),Occupations,অকুপেশনস
Class Five,English For Today (Class Five)," U -9 L-D,E, Occupations",VIDEO," U -9 L-D,E, Occupations","Writing :3.1.2. write words, phrases and sentences using non cursive small letters ","EP 38, Class 5, English, Lesson U -9 L-D,E Occupations.jpg","EP 38, Class 5, English, Lesson U -9 L-D,E Occupations.mp4",,1887,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি),Occupations,অকুপেশনস
Class Five,English For Today (Class Five),"U -9 L-5-6, Activity-F,G, Occupations",VIDEO,"U -9 L-5-6, Activity-F,G, Occupations","Writing :3.1.2. write words, phrases and sentences using non cursive small letters ","EP 39, Class 5, English, U -9 L-5-6, Activity-F,G, Occupations.jpg","EP 39, Class 5, English, U -9 L-5-6, Activity-F,G, Occupations.mp4",Yes,1888,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি),Occupations,অকুপেশনস
Class Five,English For Today (Class Five),"Unit no: 09, Lesson : H, Occupations",VIDEO,"Unit no: 09, Lesson : H, Occupations",Writing :         10.1.1. write a short piece of composition by answering a set of questions,"EP 40, Class 5, English, U 9, L H, Occupations.jpg","EP 40, Class 5, English, U 9, L H, Occupations.mp4",Yes,1889,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি),Occupations,অকুপেশনস
Class Five,English For Today (Class Five),"U -9 L-7-8, Activity-I,J,K, Occupations",VIDEO,"U -9 L-7-8, Activity-I,J,K, Occupations","Writing :5.1.1. use full stop, comma, question mark and exclamation mark
                6.1.1. Use capital letter for sentence beginnings
                6.1.2.Use capital letters for proper nouns.","EP 41, Class 5, English, U -9 L-7-8, Activity-I,J,K, Occupations.jpg","EP 41, Class 5, English, U -9 L-7-8, Activity-I,J,K, Occupations.mp4",Yes,1890,English For Today (Class Five),ইংলিশ ফর টুডে  (পঞ্চম শ্রেণি),Occupations,অকুপেশনস
