File Name,Size (MB)
"EP 89, Class 5, English, U -22 L-3-4, Activity-D,E, Completing Forms.mp4",712.87
"EP 8_Class 3 Math_১১-২০ পর্যন্ত গুন.mp4",94.89
"EP 8_Class 5_Math_লঘিষ্ট সাধারণ গুণিতক.mp4",250.44
"EP 8_Eng_Grade_3_Unit_4 & 6_Lesson_4-6.mp4",149.92
"EP 8_Eng_Grade_5_Unit_3_Lesson_1-2 BC.mp4",187.46
"EP 9, Class 4, English, U -5,  L-3-4, Sound practice 1.mp4",509.28
"EP 9, Class 5, Bangla, Lesson 9.mp4",320.16
"EP 9, Class 5, English, U -2 L-5-6, Activity-G, H,I, See You!.mp4",1535.32
"EP 9, Pre-Primary.mp4",609.62
"EP 90, Class 3, Bangla, Lesson 04.mp4",628.61
"EP 90, Class 5, English, U -22 L-5-6, Activity-F,G, Completing Forms.mp4",768.20
"EP 91, Class 5, English, U-22 , L-7-8 , Activity-H,I, Completing Forms.mp4",816.50
"EP 92, Class 5, English, Unit 24, Lesson 1 ,A, B & C ,“Cyclone Aila”.mp4",886.63
"EP 93, Class 5, English, Unit 24, Lesson 2, D first 2 paragraphs, “Cyclone Aila”.mp4",886.62
"EP 94, Class 5, English, U- 24, L-2-3 , Activity-D, Cyclone Aila.mp4",667.41
"EP 95, Class 5, English, U -24 L-4-5, Activity-D, Cyclone Aila.mp4",354.84
"EP 96, Class 5, English, U-24 , L- 4-5,  A-D, Cyclone Aila.mp4",894.11
"EP 97, Class 5, English, U-24 , L- 6-7, E , Cyclone Aila.mp4",1052.11
"EP 9_Class 3 Math_দুই অঙ্কের সংখ্যাকে এক বা দুই সংখ্যা দ্বারা গুন.mp4",141.55
"EP 9_Class 5_Math_গসাগু এর ব্যবহার.mp4",97.48
"EP 9_Eng_Grade_3_Unit_5_Lesson_1-6.mp4",199.38
"EP 9_Eng_Grade_5_Unit_3_Lesson_3-4 D.mp4",179.13
"EP-06_English_Class-1_Lesson-17-18_Esha.m4v",1602.43
"EP-07_English_Class-1_Lesson-19-20_Esha.m4v",2201.56
"EP-09_English_Class-1_Lesson-10-12_Page32-46_Nashrha.mp4",2248.09
"EP-10_English_Class-1_Lesson-2CD-Page-68,69_Nashrha.mp4",1608.39
"EP-10_Math_Class-1_Lesson-Biyog_Diba Saha 02.mp4.m4v",1094.17
"EP-1_English_Class-1_Lesson-1-5_Nashrha.mp4",1561.43
"EP-1_MATH_GRADE 1_LESSON TULONA KORI_MAHABUB.mp4.mp4",2081.58
"EP-2, Class-1, _Bangla, Lesson 16.mp4",1395.09
"EP-2_English_Class-1_Lesson-1-3_Esha.mp4",1344.00
"EP-2_MATH_GRADE 1_LESSON SONGKHA(11-100)_MAHABUB.mp4.mp4",2310.09
"EP-3_Bangla_Class-1-Page-12_Debjani.mp4",1398.76
"EP-3_English_Class-1_Lesson-6-9_Esha.m4v",1678.31
"EP-3_MATH_GRADE 1_LESSON JAMETIK AKRRETI_MAHABUB.mp4.mp4",795.00
"EP-4, Class-1, Bangla, Lesson 17.mp4",866.93
"EP-4_English_Class-1_Lesson-11-13_Esha.mp4",1582.72
"EP-4_MATH_GRADE 1_LESSON BANGLADESHI MUDRA_MAHABUB.mp4.mp4",1478.84
"EP-5, Class-1, Bangla, Lesson 18.mp4",2096.47
"EP-5_English_Class-1_Lesson-14-16_Esha.m4v",1755.16
"EP-5_Math_Class 1_Lesson-Ganana_Anjuman.mp4.mp4",1195.51
"EP-6, Class-1, Bangla, Lesson 19.mp4",1745.25
"EP-6_Math_Class 1_Lesson-Sonkha_Anjuman02.mp4.m4v",2373.91
"EP-7, Class-1,Bangla, Lesson 39.mp4",1766.90
"EP-7_Math_class-1_Lesson-Sthanio Man_Anjuman03.mp4.m4v",888.22
"EP-8, Class-1, Bangla Lesson 47.mp4",1604.78
"EP-8_Math_Class 1_Lesson-Joog_Anjuman 4.mp4.m4v",1591.47
"EP-9, Class-1, Bangla, Lesson 51.mp4",1845.92
"EP-9_Math_Class-1_Lesson-Biyog_Diba Saha 01.mp4.m4v",1356.06
"EP_18_Class_2_Lesson_4_ যোগ বিয়োগে  সম্পর্ক.mp4",1415.09
"EP_19_Class_2_Lesson_4_ যোগ বিয়োগের সম্পর্ক.mp4",1374.27
"EP_5_Class_2_lesson_1_সংখ্যা.mp4",951.07
"EP_6_Class_2_Lesson_1_সংখ্যা.mp4",744.26
"EP_9_Class_2_Lesson_1_সংখ্যা(৫১-১০০).mp4",1436.91
"Eng_Grade 1_Unit 1_Lesson_A-C_Good Morning.mp3",6.51
"Eng_Grade_1_Unit_1_Lesson 5_Goodbye.MP3",9.07
"Eng_Grade_1_Unit_1_Lesson 6_Two Little Blackbirds.mp3",7.61
"Eng_Grade_1_Unit_2_Lesson 11_iI, jJ.mp3",9.03
"Eng_Grade_1_Unit_2_Lesson 12_Numbers 7 8.mp3",9.65
"Eng_Grade_1_Unit_2_Lesson 13_kK, lL.mp3",9.51
"Eng_Grade_1_Unit_2_Lesson 14_mM, nN.MP3",9.33
"Eng_Grade_1_Unit_2_Lesson 15_Numbers 9 10.mp3",7.44
"Eng_Grade_1_Unit_2_Lesson 16_oO, pP.MP3",10.11
"Eng_Grade_1_Unit_2_Lesson 17_qQ,rR.MP3",21.61
"Eng_Grade_1_Unit_2_Lesson 18_sS,tT.MP3",8.85
"Eng_Grade_1_Unit_2_Lesson 19_Uu Vv Ww.MP3",8.86
"Eng_Grade_1_Unit_2_Lesson 1_The Alphabet Song.mp3",6.69
"Eng_Grade_1_Unit_2_Lesson 20_xX yY zZ.MP3",7.62
"Eng_Grade_1_Unit_2_Lesson 2_aA, bB.mp3",11.19
"Eng_Grade_1_Unit_2_Lesson 3_cC, dD.mp3",10.19
"Eng_Grade_1_Unit_2_Lesson 5_Two Little Hands.MP3",8.72
"Eng_Grade_1_Unit_2_Lesson 6_eE, fF.mp3",8.57
"Eng_Grade_1_Unit_2_Lesson 8_Counting cats.mp3",9.44
"Eng_Grade_1_Unit_2_Lesson A-B_Number 1 2.mp3",7.79
"Eng_Grade_1_Unit_3_Lesson 3_The Song.mp3",5.43
"Eng_Grade_1_Unit_4_Lesson 3_In the City.MP3",9.00
"Eng_Grade_2_Unit_12_Lesson_1-3.mp4",491.07
"Eng_Grade_2_Unit_12_Lesson_4-6.mp4",395.80
"Eng_Grade_2_Unit_14_Lesson_1-3.mp4",14.18
"Eng_Grade_2_Unit_14_Lesson_4-6.mp4",471.12
"Eng_Grade_2_Unit_15_Lesson_1-2.mp4",408.68
"Eng_Grade_2_Unit_15_Lesson_3-4.mp4",451.93
"Eng_Grade_2_Unit_16_Lesson_1-3.mp4",791.61
"Eng_Grade_2_Unit_16_Lesson_4-6.mp4",140.74
"Eng_Grade_2_Unit_17_Lesson_1-3.mp4",179.21
"Eng_Grade_2_Unit_17_Lesson_4-6.mp4",243.70
"Eng_Grade_2_Unit_1_Lesson_1-3.mp4",22.53
"Eng_Grade_2_Unit_1_Lesson_4-6.mp4",121.94
"Eng_Grade_2_Unit_21_Lesson_1-3.mp4",13.55
"Eng_Grade_2_Unit_21_Lesson_4-6.mp4",14.34
"Eng_Grade_2_Unit_22_Lesson_1-3.mp4",13.47
"Eng_Grade_2_Unit_22_Lesson_4-6.mp4",206.52
"Eng_Grade_2_Unit_23_Lesson_4-6.mp4",390.36
"Eng_Grade_2_Unit_24_Lesson_1-3.mp4",189.22
"Eng_Grade_2_Unit_24_Lesson_4-6.mp4",207.75
"Eng_Grade_2_Unit_25_Lesson_1-3.mp4",214.82
"Eng_Grade_2_Unit_2_Lesson_1-3.mp4",368.43
"Eng_Grade_2_Unit_2_Lesson_4-6.mp4",158.49
"Eng_Grade_2_Unit_3_Lesson_1-3.mp4",278.15
"Eng_Grade_2_Unit_3_Lesson_4-6.mp4",131.78
"Eng_Grade_2_Unit_4_Lesson_1-3.mp4",280.88
"Eng_Grade_2_Unit_4_Lesson_4-5.mp4",145.03
"Eng_Grade_2_Unit_5_Lesson_1-3.mp4",185.02
"Eng_Grade_2_Unit_5_Lesson_4-6.mp4",244.93
"Eng_Grade_2_Unit_6_Lesson_1-3.mp4",59.64
"Eng_Grade_2_Unit_6_Lesson_4-6.mp4",614.39
"Eng_Grade_2_Unit_7_Lesson_1-3.mp4",366.05
"Eng_Grade_2_Unit_7_Lesson_4-6.mp4",442.85
"Eng_Grade_2_Unit_8_Lesson_1-3.mp4",282.78
"Eng_Grade_5_Unit_10_Lesson_1-2_My home district.mp3",7.74
"Eng_Grade_5_Unit_10_Lesson_3-4_My home district.mp3",7.41
"Eng_Grade_5_Unit_11_Lesson_1_Where`s the library.mp3",8.27
"Eng_Grade_5_Unit_11_Lesson_4-5_Where`s the library.mp3",6.05
"Eng_Grade_5_Unit_12_Lesson_1_How far is saint Martins.mp3",10.03
"Eng_Grade_5_Unit_12_Lesson_2-4_How far is saint Martins.mp3",9.40
"Eng_Grade_5_Unit_13_Lesson_1_Telling The time.mp3",5.75
"Eng_Grade_5_Unit_15_Lesson_1_Happy Birthday.mp3",8.24
"Eng_Grade_5_Unit_17_Lesson_1-2_Sport 2.mp3",5.37
"Eng_Grade_5_Unit_17_Lesson_1-2_Sport.mp3",7.28
"Eng_Grade_5_Unit_17_Lesson_5-6_Sport.mp3",8.18
"Eng_Grade_5_Unit_19_Lesson_1-2_The Liberation War Museum.mp3",7.38
"Eng_Grade_5_Unit_1_Lesson_4-5_Hello.mp3",7.96
"Eng_Grade_5_Unit_22_Lesson_1-2_Completing Form.mp3",8.47
"Eng_Grade_5_Unit_22_Lesson_7-8_Completing Form.mp3",8.64
"Eng_Grade_5_Unit_2_Lesson_1-2_SEE You.mp3",7.44
"Eng_Grade_5_Unit_2_Lesson_7_Sound Practice.mp3",9.57
"Eng_Grade_5_Unit_3_Lesson_1-2_Saikats Family 2.mp3",7.52
"Eng_Grade_5_Unit_3_Lesson_1-2_Saikats Family.mp3",7.05
"Eng_Grade_5_Unit_5_Lesson_1-2_Days in a calender.mp3",8.61
"Eng_Grade_5_Unit_5_Lesson_3-4_Days in a calender 2.mp3",8.09
"Eng_Grade_5_Unit_5_Lesson_8-9_Stressed syllables 1.mp3",8.73
"Eng_Grade_5_Unit_6_Lesson_1_Eat healthy.mp3",8.89
"Eng_Grade_5_Unit_6_Lesson_2-3_Eat healthy 2.MP3",10.27
"Eng_Grade_5_Unit_7_Lesson_1-2_Be Healthy.mp3",7.93
"Eng_Grade_5_Unit_7_Lesson_7-8_Stressed syllables 2.mp3",8.27
"Eng_Grade_5_Unit_8_Lesson_1-2_Write to me soon.mp3",10.50
"Eng_Grade_5_Unit_9_Lesson_1-2_Occupations.mp3",9.60
"English-5 --Ep-30.mp3",8.33
"English_Class 2-EP 1-Greetings and introductions.mp3",5.96
"English_Class 2-EP 11-Head and shoulders.MP3",7.71
"English_Class 2-EP 12-Head and shoulders.MP3",8.33
"English_Class 2-EP 13-Parts of the body.MP3",7.33
"English_Class 2-EP 14-Days of the week.MP3",8.03
"English_Class 2-EP 15-Days of the week.mp3",8.46
"English_Class 2-EP 16-Rima and the Seed.mp3",23.25
"English_Class 2-EP 17-Rima and the Seed.mp3",8.26
"English_Class 2-EP 18-Rima and the Seed.mp3",7.72
"English_Class 2-EP 19-Colours.MP3",9.39
"English_Class 2-EP 2-Alphabet.MP3",6.76
"English_Class 2-EP 20-aan.mp3",8.26
"English_Class 2-EP 21-Lucky the circle.mp3",6.47
"English_Class 2-EP 22-Sizes.mp3",8.94
"English_Class 2-EP 23-Animals.mp3",8.10
"English_Class 2-EP 24-Where is it.mp3",8.09
"English_Class 2-EP 25-Animals and where they live.mp3",8.01
"English_Class 2-EP 26-Life everyday.mp3",8.42
"English_Class 2-EP 27-Kaniz's Life.mp3",7.57
"English_Class 2-EP 28-Where do animals live.mp3",12.09
"English_Class 2-EP 29-Story the golden goose.mp3",8.58
"English_Class 2-EP 3-Alphabet.MP3",8.85
"English_Class 2-EP 30-Story the golden goose.mp3",7.84
"English_Class 2-EP 4-Alphabet.MP3",8.34
"English_Class 2-EP 5-How old.MP3",8.41
"English_Class 2-EP 6-Alphabet.MP3",8.24
"English_Class 2-EP 7-Alphabet.MP3",7.21
"English_Class 2-EP 8-How old are you.MP3",8.80
"English_Class 2-EP 9-How many.MP3",8.12
"English_Class 3-EP 1-Greetings and introductions.mp3",5.20
"English_Class 3-EP 10-Number of the months.mp3",8.99
"English_Class 3-EP 11-Names of the days ot the Months.mp3",7.43
"English_Class 3-EP 12-Occupation.mp3",7.23
"English_Class 3-EP 13-What do they do.mp3",15.12
"English_Class 3-EP 14-What do they do.mp3",6.84
"English_Class 3-EP 15-What sounds do they make.mp3",7.72
"English_Class 3-EP 16-What are they doning.mp3",6.78
"English_Class 3-EP 17-Story The cow and the frog.mp3",5.89
"English_Class 3-EP 18-Story The cow and the frog.mp3",6.04
"English_Class 3-EP 19-Where is it.mp3",12.08
"English_Class 3-EP 2-Introducing a student.mp3",9.56
"English_Class 3-EP 20-Where is it.mp3",11.91
"English_Class 3-EP 21-Numbers.mp3",10.21
"English_Class 3-EP 22-Punctuation.mp3",6.22
"English_Class 3-EP 23-Story The boys and the frogs.mp3",6.48
"English_Class 3-EP 24-My Family.mp3",6.57
"English_Class 3-EP 25-My Friend.mp3",6.25
"English_Class 3-EP 26-Clealiness.mp3",8.91
"English_Class 3-EP 27-At the shop.mp3",5.50
"English_Class 3-EP 28-Story The crow.mp3",7.17
"English_Class 3-EP 29-Story The crow.mp3",7.11
"English_Class 3-EP 3-Introducing a Teacher.mp3",7.37
"English_Class 3-EP 30-Story The crow.mp3",5.64
"English_Class 3-EP 4-Dialogue Keya, Riya and Mashuks.mp3",6.27
"English_Class 3-EP 5-Commands, Instruction and requests.mp3",5.79
"English_Class 3-EP 6-Commands, Instruction and request.mp3",8.51
"English_Class 3-EP 8-Names of the days.mp3",8.25
"English_Class 3-EP 9-Names of the days ot the Months.mp3",9.35
"English_Class 4-EP 1-About me.mp3",5.75
"English_Class 4-EP 10-Counting.mp3",8.97
"English_Class 4-EP 11-Making requests.mp3",4.35
"English_Class 4-EP 12-Traffic Lights.mp3",6.70
"English_Class 4-EP 13-Who's first.mp3",6.66
"English_Class 4-EP 14-Say it right.mp3",4.88
"English_Class 4-EP 18-Sagar and his family.mp3",7.73
"English_Class 4-EP 19-Sagar's Week.mp3",8.64
"English_Class 4-EP 2-About me.mp3",6.04
"English_Class 4-EP 20-Clap Your Hands.mp3",7.22
"English_Class 4-EP 21-Food around the world.mp3",9.90
"English_Class 4-EP 22-Animals.mp3",7.61
"English_Class 4-EP 23-Months of the year.mp3",8.42
"English_Class 4-EP 24-Months of the year 2.mp3",5.85
"English_Class 4-EP 25-S M Sultan.mp3",8.96
"English_Class 4-EP 26-My trip.mp3",8.73
"English_Class 4-EP 27-A Holiday letter.mp3",7.45
"English_Class 4-EP 28-A garment.mp3",7.90
"English_Class 4-EP 29-Story The lion.mp3",7.16
"English_Class 4-EP 3-Greeting.mp3",6.49
"English_Class 4-EP 4-Greeting.mp3",7.08
"English_Class 4-EP 5-Family.mp3",11.29
"English_Class 4-EP 6-Family.mp3",8.63
"English_Class 4-EP 7-Family Tree.mp3",7.86
"English_Class 4-EP 8-Sound Practice 1.mp3",8.12
"English_Class 4-EP 9-At the shop.mp3",4.87
"Ep , Class-3, English L 1-3, Commands and instructions outside the classroom.mp4",2322.31
"Ep -11, Class-2, English, L -4-6, Alphabet.mp4",5216.52
"Ep -12, Class-2, English, L -1-3, Numbers.mp4",488.42
"Ep -13, Class-2, English, L -1-3, I'm in…..mp4",840.36
"Ep -14, Class-2, English, L -4-6, Alphabet.mp4",773.78
"Ep -15, Class-2, English, L -1-3, Numbers.mp4",435.94
"Ep -16, Class-2, English, L -4-6, How many.mp4",414.00
"Ep -17, Class-2, English, L -1-3, Greeting and introductions.mp4",447.18
"Ep -18, Class-2, English, L -1-3, how oid are you.mp4",603.57
"Ep -19, Class-2, English, L -1-3, how oid are you.mp4",2544.96
"Ep -20, Class-2, English, L -4-6, Alphabet.mp4",2703.00
"Ep -22, Class-2, English, L -1-3, I'm in...mp4",2587.68
"Ep -23, Class-2, English, L -4-6, Numbers review.mp4",369.84
"Ep -24, Class-2, English, L -1-3, Numbers.mp4",671.93
"Ep -25, Class-2, English, L -4-6, I'm.mp4",813.72
"Ep -26, Class-2, English, L -4-6, I'm…..2,B,C.mp4",450.12
"Ep -27, Class-2, English, L -1-3, shoulders, 1.A.mp4",1065.45
"Ep -28, Class-2, English, L -1-3, shoulders, 2.B,C.mp4",316.95
"Ep -29, Class-2, English, L -4-6, Parts of the body.mp4",469.78
"Ep -30, Class-2, English, L -4-6, Parts of the body.mp4",499.98
"Ep -31, Class-2, English, L -1-3, Numbers.mp4",624.34
"Ep -32, Class-2, English, L -4-6, Parts of the body,1.A.mp4",2084.18
"Ep -33, Class-2, English, L -4-6, Parts of the body,2.B,C.mp4",2327.78
"Ep -34, Class-2, English, L -1-3, Days of the week.mp4",438.03
"Ep -35, Class-2, English, L -1-3, Days of the week, 2.B,C.mp4",723.33
"Ep -36, Class-2, English, L -4-6, Days of the week, A.mp4",2219.69
"Ep -37, Class-2, English, L -4-6, Days of the week, 2.B,C.mp4",616.61
"Ep -38, Class-2, English, L -1-3, Numbers.mp4",3102.88
"Ep -39, Class-2, English, L -4-6, Story, Riam and the seed.mp4",684.00
"Ep -43, Class-2, English, L -1-3, Numbers.mp4",505.40
"Ep -44, Class-2, English, L -4-6, Colours.mp4",719.94
"Ep -45, Class-2, English, L -4-6, Colours.mp4",392.80
"Ep -46, Class-2, English, L -1-3, Colours.mp4",1216.84
"Ep -47, Class-2, English, L -4-6, Colours and numbers.mp4",1667.67
"Ep -48, Class-2, English, L -1-3, Numbers.mp4",1500.43
"Ep -49, Class-2, English, L -4-6, aan.mp4",731.26
"Ep -50, Class-2, English, L -1-3, Shapes.mp4",3736.95
"Ep -51, Class-2, English, L -1-3, Numbers(5-7).mp4",463.31
"Ep -52, Class-2, English, L -1-3, Numbers.mp4",650.83
"Ep -53, Class-2, English, L -1-3, Lucky the circle, 1.A.mp4",511.41
"Ep -54, Class-2, English, L -1-3, Lucky the circle, 2.B,C.mp4",295.25
"Ep -55, Class-2, English, L -4-6, Shapes and colurs.mp4",589.11
"Ep -56, Class-2, English, L -4-6, Sizes.mp4",484.19
"Ep -57, Class-2, English, L -1-3, Animals.mp4",437.02
"Ep -58, Class-2, English, L -4-6, Where is it, 1.A.mp4",2456.24
"Ep -59, Class-2, English, L -4-6, Where is it, 2.B,C.mp4",1016.32
"Ep -60, Class-2, English, L -1-3, Animals and where they live, 1.A.mp4",3046.93
"Ep -61, Class-2, English, L -1-3, Animals and where they live, 2.B,C.mp4",642.43
"Ep -62, Class-2, English, L -4-6, Animals and where they live, 1.A.mp4",395.50
"Ep -63, Class-2, English, L -4-6, Animals and where they live, 2.B,C.mp4",1017.50
"Ep -64, Class-2, English, L -1-3, Life everyday, 1.A.mp4",374.89
"Ep -66, Class-2, English, L -4-6, Life everyday, 1.A.mp4",420.40
"Ep -67, Class-2, English, L -4-6, Life everyday, 2.B,C.mp4",1039.20
"Ep -68, Class-2, English, L -4-6, numbers.mp4",824.07
"Ep -69, Class-2, English, L -1-3, Kaniz's life, 1.A,B.mp4",745.29
"Ep -70, Class-2, English, L -1-3, Kaniz's life, 2.C.mp4",359.41
"Ep -71, Class-2, English, L -4-6, In theat…...mp4",508.35
"Ep -73, Class-2, English, L -1-3,Anita's life.mp4",595.80
"Ep -74, Class-2, English, L -4-6,Where do animals live 2.B,C.mp4",524.30
"Ep -75, Class-2, English, L -4-6, How many.mp4",970.05
"Ep -77, Class-2, English, L -4-6, Story the Golden Goose.mp4",509.06
"Ep -78, Class-2, English, L -7-9, Story the Golden Goose.mp4",884.07
"Ep -79, Class-2, English, L -4-6, Alphabet(f-j).mp4",394.11
"Ep -80, Class-2, English, L -4-6, Mr. Shape.mp4",1008.09
"Ep -81, Class-2, English, L -1-3, Sizes.mp4",1182.29
"Ep 1, Class-3, English, L -1-3, Greetings and introuctions.mp4",941.89
"Ep 10, Class-3, English, L -1-3, (A,B,C) Numbers(1-10).mp4",3397.37
"Ep 11, Class-3, English, L -1-3, Commands and instructions Inside the class romm.mp4",2814.80
"Ep 13, Class-3, English, L-4-6, A,B,C Commands and instructions.mp4",3967.94
"Ep 14, Class-3, English, Unit No 7, A&B Commands and instructions.mp4",1263.67
"Ep 15, Class-3, English, L 1-2,Numbers.mp4",741.57
"Ep 16, Class-3, English,Unit No 9, Activity A , B & C, Commands, instructions and requests.mp4",1272.87
"Ep 17, Class-3, English,  L 1-3, Commands and instructions outside the classroom.mp4",865.50
"Ep 18, Class-3, English, L 1-2,A,B,C, Numbers (21-30).mp4",649.74
"Ep 2, Class-2, English, L -1-3, Numbers.mp4",463.23
"Ep 2, Class-3, English, L -4-6, Introducing a student.mp4",1017.08
"Ep 21, Class-3, English, L 1-3, Letters and sounds.mp4",714.26
"Ep 24, Class-3, English, L 1-3, Names of the days.mp4",447.26
"Ep 25, Class-3, English, L 4-5, A,B,C, English, Names of the days.mp4",515.12
"Ep 26, Class-3, English,  L- 1-2 (A, B), Numbers.mp4",1402.40
"Ep 27, Class-3, English,  L- 1-3 (A,B,C), Names of the months.mp4",432.14
"Ep 28, Class-3, English, L 4-6, Numbers of days of the months.mp4",1177.90
"Ep 29, Class-3, English, L 1-2,A,B,  Numbers,(61-70).mp4",1289.13
"Ep 3, Class-2, English, L-1-3, Numbers.mp4",658.63
"Ep 3, Class-3, English, L -4-6, Introducing a student.mp4",3583.50
"Ep 31, Class-3, English,  L 3-4,Occupations.mp4",605.93
"Ep 32, Class 3, L 2, A B Numbers (71-80).mp4",3105.66
"Ep 33, Class-3, English,  L 1-2,b, Occupations.mp4",500.94
"Ep 35, Class-3, English, L 3-5, Occupations.mp4",344.24
"Ep 37, Class-3, English, L 1-3, What do they do.mp4",936.35
"Ep 38, Class-3, English,  L 1-3, What do they do.mp4",4876.84
"Ep 39, Class-3, English, L 4-6, What do they do.mp4",7446.01
"Ep 4, Class-2, English, L-4-6, Alphabet.mp4",383.13
"Ep 4, Class-3, English, L -1-3, A, Introducing a student.mp4",2241.79
"Ep 41, Class 3, English, L- 1 to 3  What sounds do they make.mp4",927.40
"Ep 42, Class 3, English,  L 4 5,  What sounds do they make.mp4",876.16
"Ep 43, Class-3, English,  L 3-5, A,B,C- What are they doing.mp4",604.87
"Ep 44, Class-3, English, Lesson A, B, C , What are they doing.mp4",744.49
"Ep 45, Class-3, English, L 1-4, A,B,C, The cow and Frog.mp4",745.58
"Ep 46, Class-3, English, L 4-6, A,B,C, Numbers.mp4",463.29
"Ep 47, Class-3, English, Lesson 3-4, The cow and the frog.mp4",741.93
"Ep 48, Class-3, English, Lesson 1-2(A, B), Where is it.mp4",1154.36
"Ep 49, Class-3, English,  L 3-4, Where is it.mp4",939.28
"Ep 5, Class-2, English, L -1-3, Command.mp4",529.05
"Ep 5, Class-3, English, L -1-3, A, (B,C) Introducing a Teacher.mp4",459.52
"Ep 50, Class-3, English, L 1-3,A,B,C, Punctuations and capital letters.mp4",1251.57
"Ep 51, Class-3, English,  L 4-6,  Numbers.mp4",4773.33
"Ep 52, Class-3, English, L 1-3,A,B,C, Punctuations and capital letters.mp4",1455.59
"Ep 53, Class-3, English, L 5-6 ,  A-A,B,C, Punctuations and capital letters.mp4",3940.22
"Ep 54, Class-3, English,  L 5-6 , A-A,B,C, Punctuations and capital letters.mp4",1163.86
"Ep 55, Class-3, English, L 1-4, Story The boys and the frogs.mp4",1132.54
"Ep 56, Class-3, English, L 1-3, .A,B, My family.mp4",4689.79
"Ep 57, Class-3, English, L 1-3, C,  My family.mp4",3070.59
"Ep 58, Class-3, English,  L 4-5, A,B,C, Numbers.mp4",3303.99
"Ep 59, Class-3, English,  L 1-3, .A,B, My friend.mp4",503.52
"Ep 6, Class-2, English, L -4-6, Alphabet.mp4",496.51
"Ep 6, Class-3, English, L -3-4,Greetings.mp4",820.79
"Ep 60, Class-3, English,  L 1-3, A-.C, My friend.mp4",464.21
"Ep 62, Class-3, English, L 1-3,A,B,C,Food we need.mp4",1007.50
"Ep 63, Class-3, English,L 4-5,A,B,C, Numbers.mp4",1656.64
"Ep 64, Class-3, English, Lesson 1-3 (A,B,C) What food should we eat.mp4",660.34
"Ep 65, Class-3, English, L 4-5, A,B,C, What food should we eat.mp4",659.08
"Ep 66, Class-3, English,  L 1-2, A,B, Cleanliness.mp4",582.85
"Ep 67, Class-3, English, L 3-4, A,B,C, At the shop.mp4",462.81
"Ep 68, Class-3, English, L 1-3,A,B,C, Story The crow.mp4",1129.83
"Ep 69, Class-3, English, L 4-6, A,B,C, Story The crow.mp4",3195.11
"Ep 7, Class-2, English, L -4-6, Alphabet.mp4",457.77
"Ep 7, Class-3, English, L -4-6, (A,B,C) Introducing  someone.mp4",1126.41
"Ep 70, Class-3, English, L 4-6, A,B,C, Story The crow.mp4.mp4",1698.00
"Ep 8, Class-2, English, L -4-6, Alphabet.mp4",1274.65
"Ep 8, Class-3, English, L -1-3, Dialogus Keya, Riya and Mashuk.mp4",721.78
"Ep 9, Class-2, English, L -4-6, Alphabet.mp4",592.01
"Ep 9, Class-3, English, L -4-6, Dialogus Keya, Riya and Mashuk.mp4",4204.52
"Ep-11_English_Class-1_Nashrha.mp4",1367.82
"Ep_10_Class_2_Lesson_1_ক্রমবাচক সংখ্যা.mp4",1417.26
"Ep_10_Class_3_Lesson_2_বিয়োগ.mp4",1069.49
"Ep_10_Class_4_Lesson_3_সহজ পদ্ধতিতে গুণ.mp4",1445.94
"Ep_11_Class-1_Lesson_1_নিজে করি.mp4",1922.80
"Ep_11_Class_3_Lesson_3_বিয়োগ করি.mp4",1230.20
"Ep_11_Class_4_Lesson_4_তিন অঙ্কের সংখ্যাকে দুই অঙ্কের সংখ্যা দ্বারা ভাগ.mp4",612.07
"Ep_12_Class_2_Lesson_2_দুই অঙ্কের সংখ্যা.mp4",697.35
"Ep_12_Class_3_lesson_3_বিয়োগ.mp4",1055.09
"Ep_12_Class_4_Leeson_13_কোণ.mp4",1606.47
"Ep_13_Class_2_Lesson_2_ ২ অঙ্কের সংখ্যা.mp4",855.41
"Ep_13_Class_3_Lesson_7_বাংলাদেশি  মুদ্রা.mp4",1368.06
"Ep_13_Class_4_Lesson_13_কোণ.mp4",2172.20
"Ep_13_Class_5_Lesson_5_গুনিতক.mp4",507.38
"Ep_14_Class_2_Lesson_2_ নিজে করি.mp4",1622.44
"Ep_14_Class_3_Lesson_3_যোগ বিয়োগের সম্পর্ক.mp4",2532.73
"Ep_14_Class_4_Lesson_4_তিন অঙ্কের সংখ্যাকে দুই অঙ্কের সংখ্যা দ্বারা ভাগ.mp4",663.91
"Ep_14_Class_5_Lesson_5_ল সা গু.mp4",556.19
"Ep_15_Class_2_Lesson_3_ বিয়োগ ২ অঙ্কের সংখ্যা.mp4",1142.54
"Ep_15_Class_3_Lesson_3_বিয়োগ.mp4",1631.12
"Ep_15_Class_4_Lesson_4_তিন অঙ্কের সংখ্যাকে দুই অঙ্কের সংখ্যা দ্বারা ভাগ.mp4",595.48
"Ep_15_Class_5_Lesson_5_গরিষ্ঠ সাধারণ গুণনীয়ক.mp4",614.51
"Ep_16_Class_2_Lesson_3_বিয়োগ ২ অঙ্কের সংখ্যা.mp4",1057.27
"Ep_16_Class_3_Lesson_4_গুণ.mp4",773.37
"Ep_16_Class_4_Lesson_5_গাণিতিক বাক্য এবং হিসাবের ধারাবাহিকতা.mp4",1740.95
"Ep_16_Class_5_Lesson_5_গসাগু এর ব্যাবহার.mp4",958.42
"Ep_17_Class_2_Lesson_3_বিয়োগ.mp4",960.49
"Ep_17_Class_3_Lesson_4_গুণ.mp4",783.74
